State,County,Uninsured,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Income inequality,Children in single-parent households,Social associations,Violent crime,Injury deaths,Air pollution - particulate matter,Drinking water violations,Severe housing problems,Driving alone to work,Long commute - driving alone,2011 population estimate,Population that is not proficient in English,Population living in a rural area,Diabetes,HIV prevalence rate,Premature age-adjusted mortality,Infant mortality,Child mortality,Food insecurity,Limited access to healthy foods,Motor vehicle crash deaths,Drug poisoning deaths,Uninsured adults,Uninsured children,Health care costs,Could not see doctor due to cost,Other primary care providers,Median household income,Children eligible for free lunch,Homicide rate,Inadequate social support
KS,Scott County,0.168,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.02,,221.74,96.1,12.8,1,0.129,0.827,0.191,4937,0.092,0.261,0.089,,353.9,,,0.084,0.011,50.87,,0.199,0.099,11514,,81,51245,0.384,,0.178
KS,Scott County,0.162,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.465,0.016,30.383,262.84,135.6,12.8,1,0.127,0.851,0.211,5035,0.071,0.261,0.094,,417.9,,241.1,0.094,0.011,32.56,,0.192,0.097,13638,,119,51013,0.385,,
KS,Sedgwick County,0.155,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.339,,682.75,65.2,9.84,0.047,0.142,0.852,0.141,503889,0.029,0.077,0.099,176.8,378.8,8,73.2,0.159,0.094,13,13.75,0.197,0.062,9274,0.121,95,47649,0.476,5.95,0.163
KS,Sedgwick County,0.162,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.472,0.338,9.843,647.87,65.2,9.84,0.036,0.139,0.856,0.145,505415,0.028,0.077,0.099,176.8,374.8,8.1,67.4,0.154,0.094,11.91,13.1,0.202,0.076,9176,0.121,104,48671,0.491,5.9,
KS,Seward County,0.238,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.359,,416.52,58.5,11.96,0,0.18,0.724,0.101,23547,0.195,0.114,0.078,147.9,368.1,7.8,82.8,0.125,0.223,29.8,,0.317,0.097,8445,0.128,8,47801,0.653,,0.21
KS,Seward County,0.233,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.496,0.352,12.74,372.68,65.2,11.96,0,0.176,0.72,0.09,23390,0.208,0.114,0.087,147.9,334.7,6.5,53.5,0.109,0.223,29.42,,0.309,0.102,7992,0.128,26,45349,0.634,,
KS,Shawnee County,0.139,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.391,,449.88,66.2,8.41,0,0.138,0.827,0.118,178991,0.014,0.158,0.106,119.4,375,8.4,68.9,0.154,0.097,10,12.7,0.171,0.063,9147,0.103,107,48122,0.431,6.64,0.17
KS,Shawnee County,0.144,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.392,0.367,17.096,454.82,70.6,8.41,0.007,0.139,0.827,0.117,178831,0.014,0.158,0.101,119.4,375.2,8.7,62.5,0.155,0.097,9.71,12.31,0.175,0.07,9146,0.103,124,50042,0.45,8.8,
KS,Sheridan County,0.148,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.152,,0,,12.88,0,0.059,0.787,0.159,2538,0.002,1,0.105,,296,,,0.108,0.365,,,0.171,0.097,10250,,158,50601,0.261,,0.043
KS,Sheridan County,0.141,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.304,0.225,43.341,0,,12.88,0,0.051,0.822,0.141,2553,0.007,1,0.108,,303.4,,,0.115,0.365,,,0.162,0.096,11474,,196,50961,0.2,,
KS,Sherman County,0.178,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.332,,201.92,66.6,13.34,0,0.121,0.714,0.078,6113,0.008,0.242,0.119,,366.8,,,0.132,0.277,42.5,,0.215,0.083,11471,0.089,147,39160,0.371,,
KS,Sherman County,0.174,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.944,0.271,24.538,230.07,89.4,13.34,0,0.142,0.699,0.095,6115,0.006,0.242,0.111,,351.6,,,0.143,0.277,37.93,,0.211,0.082,10149,0.089,147,38025,0.357,,
KS,Smith County,0.157,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.268,,179.69,,11.89,0.121,0.085,0.774,0.142,3765,0.001,1,0.111,,360.7,,,0.11,0.125,,,0.183,0.086,8750,0.102,53,40075,0.32,,0.081
KS,Smith County,0.16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.303,0.278,42.497,,109.3,11.89,0.165,0.088,0.728,0.137,3706,0.001,1,0.116,,402.7,,,0.124,0.125,,,0.184,0.096,9291,0.102,54,39696,0.267,,
KS,Stafford County,0.208,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.197,,202.2,99.3,11.2,0.448,0.07,0.734,0.257,4358,0.022,1,0.115,,344.1,,,0.111,0.103,41.8,,0.243,0.127,9657,0.224,46,43240,0.441,,0.164
KS,Stafford County,0.211,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.536,0.178,45.893,195.56,122.8,11.2,0.225,0.086,0.715,0.27,4359,0.02,1,0.105,,390.1,,,0.116,0.103,42.08,,0.247,0.129,8616,0.224,46,42430,0.45,,
KS,Stevens County,0.215,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.104,,25.53,104.9,12.17,0,0.1,0.784,0.247,5756,0.084,0.312,0.103,,348.7,,,0.118,0.074,61.77,,0.263,0.127,9525,0.077,17,53045,0.424,,0.193
KS,Stevens County,0.194,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.354,0.099,15.636,34.24,92.4,12.17,0,0.112,0.788,0.234,5816,0.076,0.312,0.105,,279.5,,,0.1,0.074,43.59,,0.238,0.112,9696,0.077,34,57483,0.43,,
KS,Sumner County,0.132,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.231,,289.65,84.1,9.87,0.491,0.099,0.819,0.368,23674,0.001,0.629,0.124,75.6,397.2,,62.6,0.133,0.079,20.44,12.85,0.163,0.065,7561,0.134,25,49535,0.348,,0.158
KS,Sumner County,0.129,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.969,0.219,18.163,248.31,92.5,9.87,0.317,0.108,0.813,0.378,23591,0.004,0.629,0.134,75.6,428.6,,68.5,0.135,0.079,20.74,16.59,0.156,0.07,8279,0.134,30,50844,0.363,,
KS,Thomas County,0.151,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.263,,273.43,87.8,13.1,0.052,0.074,0.772,0.099,7941,0.01,0.308,0.09,,385.9,,177.9,0.113,0.149,27.56,,0.182,0.07,11745,0.075,113,48982,0.312,,0.121
KS,Thomas County,0.131,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.089,0.233,30.223,259.76,84.1,13.1,0.051,0.082,0.761,0.08,7948,0.008,0.308,0.088,,287.5,,,0.125,0.149,20.12,,0.158,0.066,10403,0.075,126,47654,0.348,,
KS,Trego County,0.148,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.081,,135.38,,12.61,0,0.098,0.784,0.182,2986,0.001,1,0.103,,323.6,,,0.102,0.076,,,0.169,0.084,16619,,67,46693,0.207,,0.164
KS,Trego County,0.142,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.231,0.121,26.792,156.15,101,12.61,0,0.094,0.794,0.19,2980,0.001,1,0.106,,457.4,,,0.107,0.076,,,0.162,0.085,15402,,67,43668,0.235,,
KS,Wabaunsee County,0.121,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.202,,235.72,88.5,8.89,0,0.069,0.817,0.445,7039,0.004,1,0.1,,317.4,,,0.106,0.192,22.55,,0.143,0.075,8186,0.083,,54375,0.224,,0.141
KS,Wabaunsee County,0.125,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.283,0.197,21.31,197.73,90.8,8.89,0,0.081,0.781,0.453,7051,0.004,1,0.103,,419.8,,,0.106,0.192,22.4,,0.147,0.079,8272,0.083,,54414,0.255,,
KS,Washington County,0.174,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.116,,86.4,71.8,9.92,0.256,0.078,0.696,0.218,5758,0.014,1,0.107,,308.5,,,0.112,0.175,26.6,,0.204,0.104,9652,,,43889,0.262,,0.209
KS,Washington County,0.164,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.025,0.144,39.944,85.67,68.9,9.92,0.015,0.08,0.709,0.213,5629,0.015,1,0.11,,269,,,0.116,0.175,26.92,,0.19,0.104,9413,,,43897,0.269,,
KS,Wichita County,0.221,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.341,,288.1,,13,1,0.088,0.715,0.147,2256,0.047,1,0.11,,325.4,,,0.109,0.307,,,0.259,0.142,20244,,89,48734,0.442,,
KS,Wichita County,0.202,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.346,0.298,44.326,206.79,98.2,13,1,0.087,0.674,0.157,2192,0.063,1,0.103,,392.5,,,0.107,0.307,,,0.237,0.13,10760,,91,51286,0.431,,
KS,Wilson County,0.163,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.369,,259.46,100,8.21,0.142,0.112,0.769,0.161,9105,0.005,0.727,0.119,,383.2,,,0.154,0.047,29.6,,0.202,0.072,11492,0.171,88,36879,0.43,,0.209
KS,Wilson County,0.168,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.082,0.385,25.261,264.86,81,8.21,0.012,0.114,0.779,0.197,9105,0.005,0.727,0.114,,423.3,,,0.153,0.047,22.58,15.06,0.206,0.077,10895,0.171,88,41073,0.436,,
KS,Woodson County,0.192,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.399,,323.95,131.2,8.23,0,0.095,0.741,0.354,3278,0,1,0.12,,626.4,,,0.145,0.009,67.29,,0.227,0.098,10252,,31,32681,0.438,,0.163
KS,Woodson County,0.191,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.167,0.319,21.354,301.57,121,8.23,0,0.112,0.748,0.312,3221,0,1,0.119,,532.9,,,0.157,0.009,64.27,,0.226,0.104,9988,,31,40971,0.482,,
KS,Wyandotte County,0.227,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.477,,611.83,75.3,8.57,0,0.204,0.809,0.223,159129,0.075,0.061,0.131,387.8,504.9,9.7,86.9,0.205,0.136,14.91,11.51,0.287,0.096,9914,0.217,75,37780,0.687,18.69,0.262
KS,Wyandotte County,0.213,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.589,0.486,10.872,592.37,74.9,8.57,0,0.201,0.806,0.23,160384,0.078,0.061,0.132,387.8,485.8,8.9,77.8,0.192,0.136,14.44,11.97,0.273,0.085,10371,0.217,86,38728,0.689,17.9,
